id,title,abstract,label
8811,IVF: Characterizing the vulnerability of microprocessor structures to intermittent faults,"With the advancement of CMOS manufacturing process to nano-scale, future shipped microprocessors will be increasingly vulnerable to intermittent faults. Quantitatively characterizing the vulnerability of microprocessor structures to intermittent faults at early design stage is significantly helpful to balance system performance and reliability. Prior researches have proposed several metrics to characterize the vulnerability of microprocessor structures to soft errors and permanent faults, however, the vulnerability of these structures to intermittent faults are still rarely considered. In this work, we propose a metric intermittent vulnerability factor (IVF) to characterize the vulnerability of microprocessor structures to intermittent faults. A structure's IVF is the probability an intermittent fault in that structure causes an external visible error. We instrument a cycle-accurate execution-driven simulator Sim-Alpha to compute IVFs for reorder buffer and register file. Experimental results show that the IVF of reorder buffer is much higher than that of register file. Besides, IVF varies significantly across different structures and workloads, which implies partial protection to the most vulnerable structures to improve system reliability with less overhead.",no
8810,ORBIT: Effective Issue Queue Soft-Error Vulnerability Mitigation on Simultaneous Multithreaded Architectures Using Operand Readiness-Based Instruction Dispatch,"With the advance of semiconductor processing technology, soft errors have become an increasing cause of failures of microprocessors fabricated using smaller and more densely integrated transistors with lower threshold voltages and tighter noise margins. With diminishing performance returns on wider issue superscalar processors, the microprocessor design industry has opted for using simultaneous multithreaded (SMT) architectures in commercial processors to exploit thread-level parallelism (TLP). SMT techniques enhance overall system performance but also introduce greater susceptibility to soft errors - concurrently executing multiple threads exposes many program runtime states to soft-error strikes at any given time. The issue queue (IQ) is a key micro architecture structure to exploit instruction-level and thread-level parallelism. On SMT processors, the IQ buffers a large number of instructions from multiple threads and is more susceptible to soft-error strikes. In this paper, we explore the use of operand-readiness-based instruction dispatch (ORBIT) as an effective mechanism to mitigate IQ soft-error vulnerability on SMT processors. We observe that IQ soft-error vulnerability is largely affected by instructions waiting for their source operands. The overall IQ soft-error vulnerability can be effectively reduced by minimizing the number of waiting instructions and their residency cycles in the IQ. We develop six techniques that aim to improve IQ reliability with negligible performance degradation on SMT processors. Moreover, we extend our techniques with prediction methods that can anticipate the readiness of source operands ahead of time. The ORBIT schemes integrated with reliability-awareness and readiness prediction achieve more attractive reliability/performance trade-offs. The best of the proposed schemes (e.g. Predict_DelayACE) reduces IQ vulnerability by 79% with only 1% throughput IPC and 3% harmonic IPC reduction across all studied workloads.",no
8809,Optimal scheduling of imprecise computation tasks in the presence of multiple faults,"With the advance of applications such as multimedia, image/speech processing and real-time AI, real-time computing models allowing to express the timeliness versus precision trade-off are becoming increasingly popular. In the imprecise computation model, a task is divided into a mandatory part and an optional part. The mandatory part should be completed by the deadline even under worst-case scenario; however, the optional part refines the output of a mandatory part within the limits of the available computing capacity. A non-decreasing reward function is associated with the execution of each optional part. Since the mandatory parts have hard deadlines, provisions should be taken against faults which may occur during execution. An FT-Optimal framework allows the computation of a schedule that simultaneously maximizes the total reward and tolerates transient faults of mandatory parts. We extend the framework to a set of tasks with multiple deadlines, multiple recovery blocks and precedence constraints among them. To this aim, we first obtain the exact characterization of imprecise computation schedules which can tolerate up to k faults, without missing any deadlines of mandatory parts. Then, we show how to generate FT-Optimal schedules in an efficient way. Our solution works for both linear and general concave reward functions",no
8808,Timing-Error-Tolerant Network-on-Chip Design Methodology,"With technology scaling, the wire delay as a fraction of the total delay is increasing, and the communication architecture is becoming a major bottleneck for system performance in systems on chip (SoCs). A communication-centric design paradigm, networks on chip (NoCs), has been proposed recently to address the communication issues of SoCs. As the geometries of devices approach the physical limits of operation, NoCs will be susceptible to various noise sources such as crosstalk, coupling noise, process variations, etc. Designing systems under such uncertain conditions become a challenge, as it is harder to predict the timing behavior of the system. The use of conservative design methodologies that consider all possible delay variations due to the noise sources, targeting safe system operation under all conditions will result in poor system performance. An aggressive design approach that provides resilience against such timing errors is required for maximizing system performance. In this paper, we present T-error, which is a timing-error-tolerant aggressive design method to design the individual components of the NoC (such as switches, links, and network interfaces), so that the communication subsystem can be clocked at a much higher frequency than a traditional conservative design (up to 1.5x increase in frequency). The NoC is designed to tolerate timing errors that arise from overclocking without substantially affecting the latency for communication. We also present a way to dynamically configure the NoC between the overclocked mode and the normal mode, where the frequency of operation is lower than or equal to the traditional design's frequency, so that the error recovery penalty is completely hidden under normal operation. Experiments on several benchmark applications show large performance improvement (up to 33% reduction in average packet latency) for the proposed system when compared to traditional systems.",no
8807,Temporal and Spatial Requirements for Optimized Fault Location,"With technological advancements data availability in power systems is drastically increased. Intelligent electronic devices are capable of communicating recorded data. Data can be stored, easily interfaced from different access points and, intelligent techniques can be used for automated fault analysis. After summarizing obstacles in the current framework of fault location analysis, this paper will explore temporal and spatial aspects of available data. This leads to introducing implementation framework of automated optimized fault location that is capable of taking advantage of both the time and space aspects of data.",no
8806,Double sampling data checking technique: an online testing solution for multisource noise-induced errors on on-chip interconnects and buses,"With processors and system-on-chips using nano-meter technologies, several design and test efforts have been recently developed to eliminate and test for many emerging DSM noise effects. In this paper, we show the emergence of multisource noise effects, where multiple DSM noise sources combine to produce functional and timing errors even when each separate noise source itself does not. We show the dynamic nature of multisource noise, and the need for online testing to detect such noise errors. We propose an online approach based on low-cost double-sampling data checking circuit to test for such noise effects in on-chip buses. Based on the proposed circuit, an effective and efficient testing methodology has been developed to facilitate online testing for generic on-chip buses. The applicability of this methodology is demonstrated through embedding the online detection circuit in a bus design. The validated design shows the effectiveness of the proposed testing methodology for multisource noise-induced errors in global interconnects and buses.",no
8805,"System architecture for error-resilient, embedded JPEG2000 wireless delivery","With new, third generation mobile terminals several multimedia-based applications will be soon available. The reliable transmission of audiovisual content will probably become one of the most asked services. On the other hand, when wireless delivery is addressed, it would be desirable to reach very high compression ratio keeping a good image perceptual quality. With these requirements the choice of JPEG2000 as the source encoding stage assures excellent results. However a non-ideal wireless network could seriously affect the received image decoding, despite JPEG2000's error resilience capabilities. In this paper a flexible DSP/FPGA system with high error-resilience features is proposed. Experimental results show very promising visual quality, with a limited complexity overhead, even in the presence of a mean loss rate of 10%.",no
8804,Fault-tolerant task scheduling in multiprocessor systems based on primary-backup scheme,"With multiprocessor systems, redundant scheduling is a technique that trades processing power for increased reliability through redundancy. One novel approach, called primary-backup task scheduling, is a large number of used in hard real-time multiprocessor systems to guarantee the deadlines of tasks faults. In this paper, we analysis and compare the scheduling algorithm based on primary-backup replication in current distributed system. Finally, the important features that fault-tolerant Task Scheduling in Multiprocessor Systems based on primary-backup are summarized, and the future research strategies and tends are given.",no
8803,Atmospheric correction of spectral imagery: evaluation of the FLAASH algorithm with AVIRIS data,"With its combination of good spatial and spectral resolution, visible to near infrared spectral imaging from aircraft or spacecraft is a highly valuable technology for remote sensing of the Earth's surface. Typically it is desirable to eliminate atmospheric effects on the imagery, a process known as atmospheric correction. We review the basic methodology of first-principles atmospheric correction and present results from the latest version of the FLAASH (fast line-of-sight atmospheric analysis of spectral hypercubes) algorithm. We show some comparisons of ground truth spectra with FLAASH-processed AVIRIS (airborne visible/infrared imaging spectrometer) data, including results obtained using different processing options, and with results from the ACORN (atmospheric correction now) algorithm that derive from an older MODTRAN4 spectral database.",no
8802,Fault handling in embedded industrial measurement and control systems: issues and a case study,"With increasingly complex control systems used in a variety of commercial, aerospace, and military applications, system faults may occur during system operations. These faults inevitably result in abnormal operations and production shutdown or even disasters. Therefore, improving system reliability has become a major concern in safety-critical systems. This paper primarily addresses the issues in embedded fault-tolerant control system designs and presents a case study on vibration suppression in the aerospace industry. The design issues on embedded control systems such as component failures, sampling jitters and control delay, network-induced delay and packet loss in network transmission are discussed, all of which may have damaging effects on the closed-loop system performance. A case study on vibration control for a launch vehicle payload fairing using multiple embedded PZT actuators are also presented, where an adaptive actuator failure compensation scheme is successfully implemented. Fault-tolerant control turns out to be effective in creating more robust industrial measurement and control systems.",no
8801,Fault diagnosis of electronic system using artificial intelligence,"With increasing system complexity, shorter product life cycles, lower production costs, and changing technologies, the need for intelligent tools for all stages of a product's lifecycle is becoming increasingly important. The purpose of this article is to give a brief review how AI has been used in the field of electronic fault diagnosis. Topics discussed include: rule-based diagnostic systems; model-based diagnostic systems; case-based reasoning (CBR); fuzzy reasoning and artificial neural networks (ANN); hybrid approaches; IEEE diagnostic standards and automated diagnostic tool future developments.",no
8800,On the significance of fault tree analysis in practice,"With increasing system complexity and extensive use of computerized control of industrial processes and plants, it is essential to have a systematic approach for identifying failures that can expose people and environment for unacceptable risks. With focus on a drive system used to control a linear motor, the fault tree analysis method is utilized to reveal design weaknesses and to find mitigations that can improve the system safety characteristics. Starting with a set of top level hazards, elements with high risk impact are identified, and appropriate mitigations are suggested.",no
8799,Performance Evaluation of Probe-Send Fault-tolerant Network-on-chip Router,"With increasing reliability concerns for current and next generation VLSI technologies, fault-tolerance is fast becoming an integral part of system-on-chip and multi-core architectures. Another trend for such architectures is network-on-chip (NoC) becoming a standard for on-chip global communication. In an earlier work, a generic fault-tolerant routing algorithm in the context of NoCs has been presented. The proposed routing algorithm works in two phases, namely path exploration (PE) and normal communication. This paper presents fundamental insights into various novel PE approaches, their feasibility and performance trade-offs for k-ary 2-cube NoCs. The dependence of the normal communication phase on the probability of finding paths and their quality in the first phase emphasizes the PE's significance. One major contribution of this work is the investigation of application of constrained randomness to PE for optimizing the quality of paths. Another contribution is the proposed use of merging of traffic to reduce the reconfiguration time by a large amount (73.8% on an average).",no
8798,Characterization of a Fault-tolerant NoC Router,"With increasing reliability concerns for current and next generation VLSI technologies, fault-tolerance is fast becoming an integral part of system-on-chip (SoC) and multi-core architectures. Another concern for these architectures is increasing global wire lengths with associated issues leading to network-on-chips (NoC) becoming standard for on-chip global communication. We recognize these issues and present an on-chip generic fault-tolerant routing algorithm. The microarchitecture of a NoC router implementing the proposed routing algorithm for a k-ary 2-cube topology is provided. The proposed router works in two phases. In the first phase, the network is explored for an existing path between source-destination pairs after reset or during system reconfiguration after fault detection. Existing paths are cached and used in the second phase of data communication during normal system operation. The presented router architecture also proposes a concept of dynamic multiplexing of virtual channels on physical channels to efficiently utilize physical channel bandwidth. The above approaches complement each other and when combined together, result in an efficiently realizable high-performance NoC fault-tolerant router. An implementation characterization of this k-ary 2-cube torus router in terms of area, power and critical path delay in IBM Cu-08 technology is presented, along with bandwidth and latency characterization for relevant cases.",no
8797,Design and analysis of a reduced phase error digital carrier recovery architecture for high-order quadrature amplitude modulation signals,"With increasing order of quadrature amplitude modulation (QAM), the bandwidth efficiency is improved in digital communication. However, in practice, the modulation order is limited, since conventional digital carrier recovery (CR) algorithms give rise to unacceptable phase error. The authors present an efficient software-aided technique for phase error reduction in CR for high-order QAM, based on the simple and well-known fourth power CR loop. Analytical and simulation results indicate that the new technique has several attractive features such as approximate of invariance of phase error improvement over modulation order and low hardware complexity for modulation orders as high as 256-QAM. Experimental results for 64 and 256-QAM illustrate phase error variance of less than -110-dBc/Hz at the frequency offset of 10-kHz, that is, 30-dB reduction of phase error variance or 3-dB increase in system processing gain compared to the conventional fourth power CR loop. This allows a significant improvement of bandwidth efficiency by increasing the modulation order, at the cost of slight complexity overhead.",no
8796,Feature-Based Fault Detection Approaches,"With increasing complexity of systems it is becoming more and more time consuming and difficult to achieve reliable fault detection strategies. Using model-based methods requires detailed knowledge about the systems behavior and seems in some cases successful in theory but un-applicable in real-time due to high computation requirements. In this contribution, an idea and algorithm for feature-based fault detection approach is proposed. The main idea of this approach is to detect and identify faults in a complex system without any kind of modeling. By extracting features from relevant sensor signals, yielded from hardware-in-the-loop simulations, and combining them in a matrix, it is possible for a human operator to denote subsets of the matrix as fault-free and faulty areas. An advantage is the ability to set individual thresholds for the subsets, giving a more robustness towards false alarms and a possibility to denote individual subsets to relevant faults. From this, it will be shown that identification of faults is possible. In order to achieve a fault detection and identification ability, it is necessary to implement the faults of interest in a test rig and conduct hardware-in-the-loop simulations. The raw data from fault-free and faulty simulations are used in the training of the matrix and the algorithm detects and identifies the faults in a robust way. The results are compared to a classical fault detection method that uses fixed thresholds. It will be shown how a sensor bias fault and a pressure relief valve fault are detected and identified",no
8795,A Probabilistic Characterization of Fault Rings in Adaptively-Routed Mesh Interconnection Networks,"With increase in concern for reliability in the current and next generation of multiprocessors system-on-chip (MP-SoCs), multi-computers, cluster computers, and peer-to-peer communication networks, fault-tolerance has become an integral part of these systems. One of the fundamental issues regarding fault-tolerance is how to efficiently route a faulty network where each component is associated with some probability of failure. Adaptive fault-tolerant routing algorithms have been frequently suggested in the literature as means of improving communication performance and fault-tolerant demands in computer systems. Also, several results have been reported on usage of fault rings in providing detours to messages blocked by faults and in routing messages adaptively around the rectangular faulty regions. In order to analyze the performance of such routing schemes, one must investigate the characteristics of fault rings. In this paper, we derive mathematical expressions to compute the probability of message facing the fault rings in the well-known mesh interconnection network. We also conduct extensive simulation experiments using a variety of faults, the results of which are used to confirm the accuracy of the proposed models.",no
8794,Performance comparison of MLP and RBF neural networks for fault location in distribution networks with DGs,"With high penetration of distributed generations (DGs), power distribution system is regarded as a multisource system in which fault location scheme must be direction sensitive. This paper presents an automated fault location method using radial basis function neural network (RBFNN) for a distribution system with DG units. In the proposed method, the fault type is first determined by normalizing the fault currents of the main source and then fault location is predicted by using RBFNN. Several case studies have been considered to verify the accuracy of the RBFNN. A comparison is also made between the RBFNN and the conventional multilayer perceptron neural network for locating faults in a power distribution system with DGs. The test results showed that the RBFNN can accurately determine the location of faults in a distribution system with several DG units.",no
8793,Adaptive online testing for efficient hard fault detection,"With growing semiconductor integration, the reliability of individual transistors is expected to rapidly decline in future technology generations. In such a scenario, processors would need to be equipped with fault tolerance mechanisms to tolerate in-field silicon defects. Periodic online testing is a popular technique to detect such failures; however, it tends to impose a heavy testing penalty. In this paper, we propose an adaptive online testing framework to significantly reduce the testing overhead. The proposed approach is unique in its ability to assess the hardware health and apply suitably detailed tests. Thus, a significant chunk of the testing time can be saved for the healthy components. We further extend the framework to work with the StageNet CMP fabric, which provides the flexibility to group together pipeline stages with similar health conditions, thereby reducing the overall testing burden. For a modest 2.6% sensor area overhead, the proposed scheme was able to achieve an 80% reduction in software test instructions over the lifetime of a 16-core CMP.",no
8792,Software Fault Protection with ARINC 653,"With flight software becoming ever more complex, assuming that it behaves perfectly is no longer realistic. At the same time Verification and Validation (V&V) is consuming up to 50% of flight software development costs. The adaptation of fault protection concepts to flight software is attractive, particularly in the context of the fault containment and health management capabilities of ARINC 653. We propose a proactive, unified, model-based approach in which the behavior of the software is monitored against a model of its expected behavior. We describe how that may be incorporated into the ARINC 653 health management architecture. We describe software capabilities that facilitate software fault protection. These capabilities include enhancements to the ARINC 653 application executive, tools for software instrumentation, and a temporal logic runtime monitoring framework for high-level specification and monitoring. We analyze the aspects of the software that should be modeled and the types of failure responses. We show how these concepts may be applied to the Mission Data System (MDS) flight software framework.",no
8791,Techniques and experience in on-line transformer condition monitoring and fault diagnosis in ElectraNet SA,"With evolving maintenance strategies in the electricity industry internationally, there has been increasing pressure to develop improved techniques for condition monitoring. Specifically there has been a trade off between the speed and accuracy of testing. Traditionally, transformer condition monitoring involved high accuracy tests, which due to their duration, could only be performed on a discrete periodic basis. ElectraNet SA has experienced many limitations associated with this form of condition monitoring, and there has been a trend towards high speed on-line monitoring techniques for power transformers. Though these new techniques do not provide the level of accuracy found in traditional forms of testing, they overcome many of their limitations. This paper, describes ElectraNet SA's techniques and experience with power transformer monitoring",no
8790,ECC-Cache: A Novel Low Power Scheme to Protect Large-Capacity L2 Caches from Transiant Faults,"With dramatic scaling in feature size of VLSI technology, the capacity of on-chip L2 cache increases rapidly, how to guarantee the reliability of large capacity L2 cache has become an important issue. However, increasing the reliability of L2 cache tends to reduce its performance and brings more power consumption. This paper presents ECC-Cache, a novel low power fault-tolerant architecture which divided the traditional method of detecting and correcting errors using some uniform coding scheme into two steps, and uses a hybrid method which protects clean data and dirty data in different way to enhance the reliability of L2 cache. This paper also compares the performance and power consumption of ECC-Cache with that of some other proposed schemes, experimental results show that ECC-Cache is effective to guarantee the reliability of large-capacity L2 cache, while bringing little impact to system performance and power consumption. We find that ECC-Cache performs better than the uniform-ECC scheme adopted in some widespread used commercial processors and some proposed schemes in other papers. Compared with the cache which has no protection, ECC-Cache only consumes 3% to 6% additional power and degrades performance no more than 2%.",no
8789,Application of video error resilience techniques for mobile broadcast multicast services (MBMS),"With data throughput for mobile devices constantly increasing, services such as video broadcast and multicast are becoming feasible. The 3GPP (3rd Generation Partnership Project) committee is currently working on a standard for mobile broadcast and multicast services (MBMS). MBMS is expected to enable easier deployment of video and multimedia services on 3G networks. We present an overview of the standard including the proposed architecture and requirements focusing on radio aspects. We discuss the issue of video error resilience in such services that is critical to maintain consistent quality for terminals. The error resilience techniques currently used in video streaming services are not suitable for MBMS services. We analyze the error resilience techniques that are applicable within the context of MBMS standard and present our early research in this area.",no
8788,A scatter correction using thickness iteration in dual-energy radiography,"With area detectors, scattered radiation causes the dominant error in separation of different materials properly. Several methods for the scatter correction in dual energy imaging had been suggested and improved results. Such methods, however, need additional lead blocks or detectors, and additional exposures to estimate the scatter fraction for every correction. We suggest the scatter correction by using a database of the fraction and distribution of scattered radiations. To verify this method we did MCNP simulation. The generation of the scatter information for each combination of thickness of an aluminum-water phantom had been done. Based on the uncorrected signals, thickness of each material can be calculated by a conventional dual-energy algorithm. And then the scatter information of corresponding thickness from the look-up table is used to correct the original signals. The iterative scatter correction reduced relative-thickness error in results. This scatter correction method can be applied to two-material dual-energy radiography like mammography, contrast imaging, or industrial inspection.",no
8787,Study on eliminating the quality defects of vulcanized products with large size rubber-belt vulcanizing machine,"With ANSYS software hot plate thermal fields are analyzed and based on the MATLAB software, the functional relationship between hot plate temperature and the length is plotted, and then the fitting curve is given; the vulcanization intensity of belt is calculated, and the three-dimensional model figure of vulcanization intensity over time is drawn; the vulcanization effect of belt is calculated, the hot plate curing effect and the length of the curve is drawn to address the tape when the quality of intermittent curing deficiencies, the hot plate the equivalent scope was summarized.",no
8786,Fault Tolerance in FPGA Architecture Using Hardware Controller - A Design Approach,"With advancement in process technology, the feature size is decreasing which leads to higher defect densities. More sophisticated techniques at increased costs are required to avoid defects. If nano-technology fabrication are applied the yield may go down to zero as avoiding defect during fabrication will not be a feasible option Hence, feature architecture have to be defect tolerant. In regular structure like FPGA, redundancy is commonly used for fault tolerance. In this work we present a solution in which configuration bit-stream of FPGA is modified by a hardware controller that is present on the chip itself. The technique uses redundant device for replacing faulty device and increases the yield. The design is implemented using FPGA Altera Quartus II EC121Q240C6.",no
8785,LOFT: A Latency-Oriented Fault Tolerant Transport Protocol for Wireless Sensor-Actuator Networks,"Wireless sensor-actuator networks, or WSANs, refer to a group of sensors and actuators which collect data from the environment and perform application-specific actions in response. To act responsively and accurately, an efficient and reliable data transport protocol is crucial for the sensors to inform the actuators about the environmental events. Unfortunately, the low-power multi-hop communications in WSANs are inherently unreliable; the frequent sensor and link failures as well as the excessive delays due to congestion further aggravate the problem. In this paper, we propose a latency-oriented fault tolerant data transport protocol in WSANs. We argue that reliable data transport in such a real-time system should resist to the transmission failures, and should also consider the importance and freshness of the reported data. We articulate this argument and provide a cross-layer two-step data transport protocol for on- time and fault tolerant data delivery from sensors to actuators. Our protocol adopts smart priority scheduling that differentiates the event data of non-uniform importance. It balances the workload of sensors by checking their queue utilization and copes with node and link failures by an adaptive replication algorithm. We evaluate our protocol through extensive simulations, and the results demonstrate that it achieves the desirable reliability for WSANs.",no
8784,Self-Managed Fault Management in Wireless Sensor Networks,"Wireless sensor networks usually deploy in the harsh operational environment where the physical presence of human administrators is impractical. Applications and systems of these networks are thus expected to operate with the minimum aid or supervision. Biologically-inspired behaviors, such as self-healing, self-adaptation, have already been recognized as the desirable features for these systems to self-adapt to various unpredicted changes occurred in the environment. In this paper, we address such biological feature in terms of fault management. We propose a hierarchical structure to properly distribute fault management tasks among sensor nodes by introducing more dasiaself-managingpsila functions. In addition, we also consider an alternate solution to self-reconfigure fault management function of sensor nodes adapting to various system requirements, such as replacement of a faulty node.",no
8783,Application of error control codes (ECC) in ultra-low power RF transceivers,"Wireless sensor networks provide the ability to gather and communicate critical environmental, industrial or security information to enable rapid responses to potential problems. The limited embedded battery life time requires ultra low power sensing, processing and communication systems. To achieve this goal, new approaches at the device, circuit, system and network level need to be pursued (Roundy et al., 2003). Adoption of error control codes (ECC) reduces the required transmit power for reliable communication, while increasing the processing energy of the encoding and decoding operations. This paper discusses the above trade off for systems with and without standard ECC, such as convolutional and Reed Solomon codes. The comparison of the required energy per bit, based on several implemented decoders, shows that the adoption of an ECC with simple decoding structures (such as Reed Solomon) is quite energy efficient. This has specially been observed for long distances.",no
8782,Anshan: Wireless Sensor Networks for Equipment Fault Diagnosis in the Process Industry,"Wireless sensor networks provide an opportunity to enhance the current equipment diagnosis systems in the process industry, which have been based so far on wired networks. In this paper, we use our experience in the Anshan Iron and Steel Factory, China, as an example to present the issues from the real field of process industry, and our solutions. The challenges are three fold: First, very high reliability is required; second, energy consumption is constrained; and third, the environment is very challenging and constrained. To address these issues, it is necessary to put systematic efforts on network topology and node placement, network protocols, embedded software, and hardware. In this paper, we propose two technologies i.e. design for reliability and energy efficiency (DRE), and design for reconfiguration (DRC). Using these techniques we developed Anshan, a wireless sensor network for monitoring the temperature of rollers in a continuously annealing line and detecting equipment failures. Project Anshan includes 406 sensor nodes and has been running for four months continuously.",no
8781,5B: emerging technologies - reliable and fault-tolerant wireless sensor networks,"Wireless sensor networks create invisible interconnections with the physical world for the measurement, monitoring, and management of data from multiple sensors and probes with little constraint on location. These networks provide distributed processing, data storage, wireless communication, and dedicated application software with high reliability, inherent redundancy, failure-tolerant security and easily encrypted privacy. They have enormous potential to transform our society and are subjects of intense current research and application development. Three enabling hardware technologies which constitute a network node are microprocessors, MEMS sensors, and low-power radios. Sensor networks represent the paradigm shift in computing where they anticipate our needs and sometimes act on our behalf. The objective of this presentation is to discuss the reliable and fault-tolerant wireless sensor networks, focusing on environmental, behavioral, and biomedical areas. Special focus will be on wearable monitors and body wireless sensor network. An example of physiological monitoring by body area network will be discussed.",no
8780,A Survey on Fault Tolerant Routing Techniques in Wireless Sensor Networks,"Wireless sensor networks are without a doubt one of the central issues in current research topics due to the harsh environmental conditions in which such networks can be deployed and their unique sensor network characteristics,specifically limited power supply, sensing, processing and communication capabilities. Presented with many challenges and design issues that affect the data routing, a need for a fault tolerant routing protocol becomes essential. In this paper, we summarize and highlight the key ideas of existing fault tolerant techniques of routing protocols, survey existing routing protocols proposed to support fault tolerance. Finally, we provide some future research directions in the area of fault tolerance in wireless sensor networks routing.",no
8779,Decentralized Fault Detection and Management for Wireless Sensor Networks,"Wireless Sensor Networks are increasingly being deployed in long-lived, challenging application scenarios which demand a high level of availability and reliability. To achieve these characteristics in inherently unreliable and resource constrained sensor network environments, fault tolerance is required. This paper presents a generic and efficient fault tolerance algorithm for Wireless Sensor Networks. In contrast to existing approaches, the algorithm presented in this paper is entirely decentralized and can thus be used to support fully autonomic fault tolerance in sensor network environments.",no
8778,Neural fault isolator for Wireless Sensor Networks,"Wireless sensor networks are emerging as an innovative technology that can help to improve business processes. In such environments malfunctions and break-down states must be efficiently diagnosed to reduce to a minimum the economic losses. In this paper we present a fault isolation approach based on neural networks, which utilizes only a minimum set of information such as the sensor value, node ID and timestamp as inputs. We believe that this information set could be provided by any WSN regardless of its specific implementation. This abstraction makes the fault isolator generically applicable in enterprise business systems. The neural fault isolator was evaluated in a trial with 36 nodes and has proved to be highly efficient in the isolation of failed components.",no
8777,Online drift correction in wireless sensor networks using spatio-temporal modeling,"Wireless sensor networks are deployed for the purpose of sensing and monitoring an area of interest. Sensors in the sensor network can suffer from both random and systematic bias problems. Even when the sensors are properly calibrated at the time of their deployment, they develop drift in their readings leading to erroneous inferences being made by the network. The drift in this context is defined as a slow, unidirectional, long-term change in the sensor measurements. In this paper we present a novel algorithm for detecting and correcting sensors drifts by utilising the spatio-temporal correlation between neigbouring sensors. Based on the assumption that neighbouring sensors have correlated measurements and that the instantiation of drift in a sensor is uncorrelated with other sensors, each sensor runs a support vector regression algorithm on its neigbourspsila corrected readings to obtain a predicted value for its measurements. It then uses this predicted data to self-assess its measurement and detect and correct its drift using a Kalman filter. The algorithm is run recursively and is totally decentralized. We demonstrate using real data obtained from the Intel Berkeley Laboratory that our algorithm successfully suppresses drifts developed in sensors and thereby prolongs the effective lifetime of the network.",no
8776,A High Energy Efficiency Link Layer Adaptive Error Control Mechanism for Wireless Sensor Networks,"Wireless sensor networks (WSNs) require simple and facile error control schemes because of the low complexity and high energy efficiency request of sensor nodes. In this paper, we discuss ARQ, FEC, and Chase combing hybrid ARQ (HARQ) schemes using energy efficiency analysis on different communication distances and link layer frame lengths. We proposed a high energy efficiency adaptive error control mechanism (AEC-RSSI). Our mathematical analysis shows that the AEC-RSSI mechanism achieves better performance of data transmission comparing with FEC, ARQ and HARQ, in terms of the overall energy efficiency of the communications in a WSN.",no
8775,Fault management in wireless sensor networks,"Wireless sensor networks (WSNs) have gradually emerged as one of the key growth areas for pervasive computing in the twenty-first century. Recent advances in WSN technologies have made possible the development of new wireless monitoring and environmental control applications. However, the nature of these applications and harsh environments also created significant challenges for sensor networks to maintain a high quality of service in potentially harsh environments. Therefore, efficient fault management and robust management architectures have become essential for WSNs. In this article, we address these challenges by surveying existing fault management approaches for WSNs. We divide the fault management process into three phases: fault detection, diagnosis, and recovery and classify existing approaches according to these phases. Finally, we outline future challenges for fault management in WSNs.",no
8774,Cluster-Based Error Messages Detecting and Processing for Wireless Sensor Networks,"Wireless sensor networks (WSNs) have emerged as a new technology about acquiring and processing messages for a variety of applications. Faults occurring to sensor nodes are common due to lack of power or environmental interference. In order to guarantee the network reliability of service, it is necessary for the WSN to be able to detect and processes the faults and take appropriate actions. In this paper, we propose a novel approach to distinguish and filter the error messages for cluter-based WSNs. The simulation results show that the proposed method not only can avoid frequent re-clustering but also can save the energy of sensor nodes, thus prolong the lifetime of sensor network.",no
8773,Fault Aware Wireless Sensor Networks,"Wireless Sensor Networks (WSNs) collect information about the physical environment aiding to a wide variety of applications ranging from target detection to monitoring of harmful chemical gases. The drive to scale down the system size and cost has resulted in constraints in the quality of components. Reliable and accurate performance of sensors is necessary in critical applications. In this paper, we present statistical data analysis and signal processing techniques at the sensor node level to detect sensor faults and to eliminate noise. We also present the simulation of the proposed algorithm using real sensor data and demonstrate that the algorithm can distinguish between sensor faults and environmental events. Furthermore, we describe the real-time implementation of the developed algorithm. The information regarding the faulty sensor is broadcast to all nodes and the central processing base station node thereby achieving autonomous node level operation and a complete fault aware system.",no
8772,A Mobile Agent-Based Architecture for Fault Tolerance in Wireless Sensor Networks,"Wireless Sensor Networks (WSNs) are prone to failures as they are usually deployed in remote and unattended environments. To mitigate the effect of these failures, fault tolerance becomes imperative. Nonetheless, it remains to be a second tier activityit should not undermine the execution of the mission oriented tasks of WSNs through overly taxing their resources. We define architecture for fault tolerance in WSNs that is based on a federation of mobile agents that is used both for diagnostic intelligence and repair regimen, focusing on being lightweight in energy, communication and resources. Mobile agents are classified here as local, metropolitan, and global, providing fault tolerance at node, network and functional levels. Interactions between mobile agents are inspired by honey bee dance language that builds on semantics of errors classification and their demographic distribution. Our quantitative modeling substantiates that the proposed fault tolerance framework mandates minimalist communication through contextualized bee-inspired interactions, achieving adaptive sensitivity, and hysteresis-based stability",no
