Document Title,Abstract,Year,PDF Link,label
Understanding where requirements are implemented,"Trace links between requirements and code reveal where requirements are implemented. Such trace links are essential for code understanding and change management. The lack thereof is often cited as a key reason for software engineering failure. Unfortunately, the creation and maintenance of requirements-to-code traces remains a largely manual and error prone task due to the informal nature of requirements. This paper demonstrates that reasoning about requirements-to-code traces can be done, in part, by considering the calling relationships within the source code (call graph). We observed that requirements-to-code traces form regions along calling dependencies. Better knowledge about these regions has several direct benefits. For example, erroneous traces become detectable if a method inside a region does not trace to a requirement. Or, a missing trace (incompleteness) can be identified. Knowledge of requirement regions can also be used to help guide developers in establishing requirements-to-code traces in a more efficient manner. This paper discusses requirement regions and sketches their benefits.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609699,no
An approach to improving software inspections performance,Software inspections allow finding and removing defects close to their point of injection and are considered a cheap and effective way to detect and remove defects. A lot of research work has focused on understanding the sources of variability and improving software inspections performance. In this paper we studied the impact of inspection review rate in process performance. The study was carried out in an industrial context effort of bridging the gap from CMMI level 3 to level 5. We supported a decision for process change and improvement based on statistical significant information. Study results led us to conclude that review rate is an important factor affecting code inspections performance and that the applicability of statistical methods was useful in modeling and predicting process performance.,2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609700,no
Reverse engineering object-oriented distributed systems,"A significant part of the modern software systems are designed and implemented as object-oriented distributed applications, addressing the needs of a globally-connected society. While they can be analyzed focusing only on their object-oriented nature, their understanding and quality assessment require very specific, technology-dependent analysis approaches. This doctoral dissertation describes a methodology for understanding object-oriented distributed systems using a process of reverse engineering driven by the assessment of their technological and domain-specific particularities. The approach provides both system-wide and class-level characterizations, capturing the architectural traits of the systems, and assessing the impact of the distribution-aware features throughout the application. The methodology describes a mostly-automated analysis process fully supported by a tools infrastructure, providing means for detailed understanding of the distribution-related traits and including basic support for the potentially consequent system restructuring.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609716,no
Fine-grained incremental learning and multi-feature tossing graphs to improve bug triaging,"Software bugs are inevitable and bug fixing is a difficult, expensive, and lengthy process. One of the primary reasons why bug fixing takes so long is the difficulty of accurately assigning a bug to the most competent developer for that bug kind or bug class. Assigning a bug to a potential developer, also known as bug triaging, is a labor-intensive, time-consuming and fault-prone process if done manually. Moreover, bugs frequently get reassigned to multiple developers before they are resolved, a process known as bug tossing. Researchers have proposed automated techniques to facilitate bug triaging and reduce bug tossing using machine learning-based prediction and tossing graphs. While these techniques achieve good prediction accuracy for triaging and reduce tossing paths, they are vulnerable to several issues: outdated training sets, inactive developers, and imprecise, single-attribute tossing graphs. In this paper we improve triaging accuracy and reduce tossing path lengths by employing several techniques such as refined classification using additional attributes and intra-fold updates during training, a precise ranking function for recommending potential tossees in tossing graphs, and multi-feature tossing graphs. We validate our approach on two large software projects, Mozilla and Eclipse, covering 856,259 bug reports and 21 cumulative years of development. We demonstrate that our techniques can achieve up to 83.62% prediction accuracy in bug triaging. Moreover, we reduce tossing path lengths to 1.5-2 tosses for most bugs, which represents a reduction of up to 86.31% compared to original tossing paths. Our improvements have the potential to significantly reduce the bug fixing effort, especially in the context of sizable projects with large numbers of testers and developers.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609736,no
Model-driven detection of Design Patterns,"Tracing source code elements of an existing Object Oriented software system to the components of a Design Pattern is a key step in program comprehension or re-engineering. It helps, mainly for legacy systems, to discover the main design decisions and trade-offs that are often not documented. In this paper an approach is presented to automatically detect Design Patterns in existing Object Oriented systems by tracing system's source code components to the roles they play in the Patterns. Design Patterns are modelled by high level structural Properties (e.g. inheritance, dependency, invocation, delegation, type nesting and membership relationships) that are checked, by source code parsing, against the system structure and components. The approach allows to detect also Pattern variants, defined by overriding the Pattern structural properties. The approach was applied to some open-source systems to validate it. Results on the detected patterns, discovered variants and on the overall quality of the approach are provided and discussed.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609740,no
Physical and conceptual identifier dispersion: Measures and relation to fault proneness,"Poorly-chosen identifiers have been reported in the literature as misleading and increasing the program comprehension effort. Identifiers are composed of terms, which can be dictionary words, acronyms, contractions, or simple strings. We conjecture that the use of identical terms in different contexts may increase the risk of faults. We investigate our conjecture using a measure combining term entropy and term context coverage to study whether certain terms increase the odds ratios of methods to be fault-prone. Entropy measures the physical dispersion of terms in a program: the higher the entropy, the more scattered across the program the terms. Context coverage measures the conceptual dispersion of terms: the higher their context coverage, the more unrelated the methods using them. We compute term entropy and context coverage of terms extracted from identifiers in Rhino 1.4R3 and ArgoUML 0.16. We show statistically that methods containing terms with high entropy and context coverage are more fault-prone than others.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609748,no
Assessment of product maintainability for two space domain simulators,"The software life-cycle of applications supporting space missions follows a rigorous process in order to ensure the application compliance with all the specified requirements. Ensuring the correct behavior of the application is critical since an error can lead, ultimately, to the loss of a complete space mission. However, it is not only important to ensure the correct behavior of the application but also to achieve good product quality since the applications need to be maintained for several years. Then, the question arises, is a rigorous process enough to guarantee good product maintainability? In this paper we assess the software product maintainability of two simulators used to support space missions. The assessment is done using both a standardized analysis, using the SIG quality model for maintainability, and a customized copyright license analysis. The assessment results revealed several quality problems leading to three lessons. First, rigorous process requirements by themselves do not ensure product quality. Second, quality models can be used not only to pinpoint code problems but also to reveal team issues. Finally, tailored analyses, complementing quality models, are necessary for in-depth investigation of quality.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609752,no
Influences of different excitation parameters upon PEC testing for deep-layered defect detection with rectangular sensor,"In pulsed eddy current testing, repetitive excitation signals with different parameters: duty-cycle, frequency and amplitude have different response representations. This work studies the influences of different excitation parameters on pulsed eddy current testing for deep-layered defects detection of stratified samples with rectangular sensor. The sensor had been proved to be superior in quantification and classification of defects in multi-layered structures compared with traditional circular ones. Experimental results show necessities to optimize the parameters of pulsed excitation signal, and advantages of obtaining better performances to enhance the POD of PEC testing.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5610253,no
FTA-based assessment methodology for adaptability of system under electromagnetic environment,"In order to develop a methodology for assessing the adaptability of system under electromagnetic environment especially RF environment, a Fault-Tree-Analysis-based method is proposed considering the possible performance degradation, disfunction and fault. A component-level and a system-level assessment are performed. An approach to describing logical and hypotactic relation of nodes in Fault-Tree Analysis is designed and illustrated in detail. A software platform is developed to implement the system-level assessment.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5610368,no
Enterprise services (business) collaboration using portal and SOA-based semantics,"With the spread of Internet technologies, the severe competition among businesses, many organizations are moving towards integrating their services online. Service Oriented Architecture (SOA) has shown a potential features in facilitating and managing services integration and expose them through a Portal application. The marriage of these two new standards will definitely lead to a full fledge service integration where key features of both paradigms will smoothen the heterogeneous service integration process. This is achieved by the mean of automatic service composition and orchestration feature of SOA and the automatic customization and profiling feature of the portal technology. This research endeavored to integrate Service Oriented Architecture of (SOA) with portal technology. In this paper, we propose an architecture to help integrating (composing) services online and exposing them via one single point of access known a portal. Composition of Web Services is semantically supported, and relies on user requirements and profile. To ensure smooth integration of services while ensuring good quality for instance high availability, good response time, and processing time, a monitoring technique has been proposed to detect and report if any QoS violation of service composition occurs. The designed architecture has been applied to a use case scenario: a e-commerce portal (ECP) and the results of a system prototype have been reported to demonstrate some relevant features of the proposed approach.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5610609,no
Power electronics health monitoring test platform for assessment of modern power drives and electric machines with regeneration capabilities,This work presents a power electronics health monitoring test platform for assessing modern power drives and electric machines with regeneration capabilities. This versatile platform combines data acquisition of critical system signals that are used for analysis as health indicators for the overall system and individual components such as power semiconductor devices. The test platform combines hardware and software in the loop to allow health monitoring and control techniques for fault tolerance.,2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5613572,no
An Anomaly Detection Framework for Autonomic Management of Compute Cloud Systems,"In large-scale compute cloud systems, component failures become norms instead of exceptions. Failure occurrence as well as its impact on system performance and operation costs are becoming an increasingly important concern to system designers and administrators. When a system fails to function properly, health-related data are valuable for troubleshooting. However, it is challenging to effectively detect anomalies from the voluminous amount of noisy, high-dimensional data. The traditional manual approach is time-consuming, error-prone, and not scalable. In this paper, we present an autonomic mechanism for anomaly detection in compute cloud systems. A set of techniques is presented to automatically analyze collected data: data transformation to construct a uniform data format for data analysis, feature extraction to reduce data size, and unsupervised learning to detect the nodes acting differently from others. We evaluate our prototype implementation on an institute-wide compute cloud environment. The results show that our mechanism can effectively detect faulty nodes with high accuracy and low computation overhead.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615245,no
Simulation of High-Performance Memory Allocators,"Current general-purpose memory allocators do not provide sufficient speed or flexibility for modern high-performance applications. To optimize metrics like performance, memory usage and energy consumption, software engineers often write custom allocators from scratch, which is a difficult and error-prone process. In this paper, we present a flexible and efficient simulator to study Dynamic Memory Managers (DMMs), a composition of one or more memory allocators. This novel approach allows programmers to simulate custom and general DMMs, which can be composed without incurring any additional runtime overhead or additional programming cost. We show that this infrastructure simplifies DMM construction, mainly because the target application does not need to be compiled every time a new DMM must be evaluated. Within a search procedure, the system designer can choose the """"best"""" allocator by simulation for a particular target application. In our evaluation, we show that our scheme will deliver better performance, less memory usage and less energy consumption than single memory allocators.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615664,no
A Scenario of Service-Oriented Principles Adaptation to the Telecom Providers Service Delivery Platform,"Telecom service providers face a challenge how to increase average revenue per user by new-generation services. In view of the fact that it is extremely difficult to predict the success of the certain kind of service(s), as a result the providers are in need for a dynamic architecture that has to be capable to deliver new services promptly, add resources for successful services as demand increases, or remove unsuccessful services effortlessly. Such architecture has to be a modular standards-based service platform that supports different protocols and interfaces as well as QoS-based transformations and gateways. The potential candidate for this delivery platform is Service Oriented Architecture (SOA). Thus, the aim of our work is to develop a SOA implementation methodology considering telecom service providers existing enterprise network architecture and potential future growth.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615724,no
Developing Fault Tolerant Distributed Systems by Refinement,"Distributed systems are usually large and complex systems composed of various components. System components are subject to various errors. These failures often require error recovery to be conducted at architectural-level. However, due to complexity of distributed systems, specifying fault tolerance mechanisms at architectural level is complex and error prone. In this paper, we propose a formal approach to specifying components and architectures of fault tolerant distributed and reactive systems. Our approach is based on refinement in the action system formalism - a framework for formal model-driven development of distributed systems. We demonstrate how to specify and refine fault tolerant components and complex distributed systems composed of them. The proposed approach provides designers with a systematic method for developing distributed fault tolerant systems.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615742,no
Software Fault Prediction Models for Web Applications,"Our daily life increasingly relies on Web applications. Web applications provide us with abundant services to support our everyday activities. As a result, quality assurance for Web applications is becoming important and has gained much attention from software engineering community. In recent years, in order to enhance software quality, many software fault prediction models have been constructed to predict which software modules are likely to be faulty during operations. Such models can be utilized to raise the effectiveness of software testing activities and reduce project risks. Although current fault prediction models can be applied to predict faulty modules of Web applications, one limitation of them is that they do not consider particular characteristics of Web applications. In this paper, we try to build fault prediction models aiming for Web applications after analyzing major characteristics which may impact on their quality. The experimental study shows that our approach achieves very promising results.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615749,no
The Level of Decomposition Impact on Component Fault Tolerance,"In fault tolerant software systems, the Level of Decomposition (LoD) where design diversity is applied has a major impact on software system reliability. By disregarding this impact, current fault tolerance techniques are prone to reliability decrease due to the inappropriate application level of design diversity. In this paper, we quantify the effect of the LoD on system reliability during software recomposition when the functionalities of the system are redistributed across its components. We discuss the LoD in fault tolerant software architectures according to three component failure transitions: component failure occurrence, component failure propagation, and component failure impact. We illustrate the component aspects that relate the LoD to each of these failure transitions. Finally, we quantify the effect of the LoD on system reliability according to a series of decomposition and/or merge operations that may occur during software recomposition.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615751,no
The Right Tool for the Right Job: Assessing Model Transformation Quality,"Model-Driven Engineering (MDE) is a software engineering discipline in which models play a central role. One of the key concepts of MDE is model transformations. Because of the crucial role of model transformations in MDE, they have to be treated in a similar way as traditional software artifacts. They have to be used by multiple developers, they have to be maintained according to changing requirements and they should preferably be reused. It is therefore necessary to define and assess their quality. In this paper, we give two definitions for two different views on the quality of model transformations. We will also give some examples of quality assessment techniques for model transformations. The paper concludes with an argument about which type of quality assessment technique is most suitable for either of the views on model transformation quality.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615754,no
Optimizing Software Quality Assurance,"A major concern for managers of software projects are the triple constraints of cost, schedule and quality due to the difficulties to quantify accurately the trade-offs between them. Project managers working for accredited companies with a high maturity will typically use software cost estimation models like COCOMO II and predict software quality by the estimated number of defects the product is likely to contain at release. However, most of these models are used separately and the interplay between cost/effort estimation, project scheduling and the resultant quality of the software product is not well understood. In this paper, we propose a regression-based model that allows project managers to estimate the trade-off between the quality, cost and development time of a software product, based on previously collected data.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615758,no
Using Coverage Information to Guide Test Case Selection in Adaptive Random Testing,"Random Testing (RT) is a fundamental software testing technique. Adaptive Random Testing (ART) improves the fault-detection capability of RT by employing the location information of previously executed test cases. Compared with RT, test cases generated in ART are more evenly spread across the input domain. ART has conventionally been applied to programs that have only numerical input types, because the distance between numerical inputs is readily measurable. The vast majority of computer programs, however, involve non-numerical inputs. To apply ART to these programs requires the development of effective new distance measures. Different from those measures that focus on the concrete values of program inputs, in this paper we propose a method to measure the distance using coverage information. The proposed method enables ART to be applied to all kinds of programs regardless of their input types. Empirical studies are further conducted for the branch coverage Manhattan distance measure using the replace and space programs. Experimental results show that, compared with RT, the proposed method significantly reduces the number of test cases required to detect the first failure. This method can be directly applied to prioritize regression test cases, and can also be incorporated into code-based and model-based test case generation tools.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615787,no
Natural Language Processing Based Detection of Duplicate Defect Patterns,"A Defect pattern repository collects different kinds of defect patterns, which are general descriptions of the characteristics of commonly occurring software code defects. Defect patterns can be widely used by programmers, static defect analysis tools, and even runtime verification. Following the idea of web 2.0, defect pattern repositories allow these users to submit defect patterns they found. However, submission of duplicate patterns would lead to a redundancy in the repository. This paper introduces an approach to suggest potential duplicates based on natural language processing. Our approach first computes field similarities based on Vector Space Model, and then employs Information Entropy to determine the field importance, and next combines the field similarities to form the final defect pattern similarity. Two strategies are introduced to make our approach adaptive to special situations. Finally, groups of duplicates are obtained by adopting Hierarchical Clustering. Evaluation indicates that our approach could detect most of the actual duplicates (72% in our experiment) in the repository.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615790,no
A Knowledge Discovery Case Study of Software Quality Prediction: ISBSG Database,"Software becomes more and more important in modern society. However, the quality of software is influenced by many un-trustworthy factors. This paper applies MCLP model on ISBSG database to predict the quality of software and reveal the relation between the quality and development attributes. The experimental result shows that the quality level of software can be well predicted by MCLP Model. Besides, several useful conclusions have been drawn from the experimental result.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5615795,no
Similarity-Based Bayesian Learning from Semi-structured Log Files for Fault Diagnosis of Web Services,"With the rapid development of XML language which has good flexibility and interoperability, more and more log files of software running information are represented in XML format, especially for Web services. Fault diagnosis by analyzing semi-structured and XML like log files is becoming an important issue in this area. For most related learning methods, there is a basic assumption that training data should be in identical structure, which does not hold in many situations in practice. In order to learn from training data in different structures, we propose a similarity-based Bayesian learning approach for fault diagnosis in this paper. Our method is to first estimate similarity degrees of structural elements from different log files. Then the basic structure of combined Bayesian network (CBN) is constructed, and the similarity-based learning algorithm is used to compute probabilities in CBN. Finally, test log data can be classified into possible fault categories based on the generated CBN. Experimental results show our approach outperforms other learning approaches on those training datasets which have different structures.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5616413,no
A Hybrid Approach for Model-Based Random Testing,"Random testing is a valuable supplement to systematic test methods because it discovers defects that are very hard to detect with systematic test strategies. We propose a novel approach for random test generation that combines the benefits of model-based testing, constraint satisfaction, and pure random testing. The proposed method has been incorporated into the IDATG (Integrating Design and Automated Test case Generation) tool-set and validated in a number of case studies. Their results indicate that using the new approach it is indeed possible to generate effective test cases in acceptable time.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5617162,no
The SQALE Analysis Model: An Analysis Model Compliant with the Representation Condition for Assessing the Quality of Software Source Code,This paper presents the analysis model of the assessment method of software source code SQALE (Software Quality Assessment Based on Lifecycle Expectations). We explain what brought us to develop consolidation rules based in remediation indices. We describe how the analysis model can be implemented in practice.,2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5617180,no
Software life cycle-based defects prediction and diagnosis technique research,"A model based on Bayesian network is put forward to predict and diagnose software defects before project. In the model causes and effects inference is used to predict defects, and the Bayesian formula is introduced to analyze the prediction result that helps to find the root reason of bring defects. The model considers every phase of software life cycle, such as requirement, design, development and testing, maintenance. The model computes predict result through variational weight of affect-factor. The computation results of specifically affect-factor by model compared with practical defect in same condition which to indict that the model is validity. The model can predict and find defects early and effectively, it can control the software quality and the cost of development.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5619350,no
A framework to discover potential deviation between program and requirement through mining object graph,"Software is expected to be derived from requirements whose properties have been established perfectly. However, requirements are often inaccurate, incomplete or inconsistent as it is a very difficult task to define and analyze requirements. On the other hand, programs most likely deviates from requirements during implementation as the result of misunderstanding or/and neglecting requirements of software engineers. Deviations between programs and requirements are error prone, or cause software to act in unpredictable or unexpected ways. In this paper, we propose a novel framework that uses graph-based mining techniques to discover software execution patterns from object graph firstly, and then searches and matches within a pattern repository to determine whether the discovered software execution patterns are potential deviations from requirements corresponding to neglected requirements or not. After that, the new discovered software execution patterns are labeled and saved back into pattern repository. Hence, the framework is evolutionary and its ability will be more powerful. We give a case study to show how the framework works. The work indicates that the framework is effective and reasonably efficient for improving software quality.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5619394,no
Computational Modeling of Electrical Contact Crimping and Mechanical Strength Analysis,"Several thousands electrical connections are necessary in airplanes. Electrical cables are joined to contacts using manual crimping devices in industrial plants. When mechanical defects appear, the replacement of the defective connections has to be made directly on the airplane. This operation is difficult and time-consuming due to reduced accessibility, making it very costly. The aim of this paper is to simulate the crimping operation and then evaluate the mechanical strength of the obtained connection in order to identify, understand and eliminate defects due to unsatisfactory crimping operations. Material behavior data is accessed through mechanical testing performed on cables and contact; accurate material data is mandatory to improve the accuracy of the simulation results. The Forge software is used to perform the numerical simulation to predict the stress and strain distribution as well as the crimping force during crimping operations. Resulting mechanical strength of the joint is also analysed using numerical simulation. Experimental and numerical results are then compared.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5619564,no
A short-term prediction for QoS of Web Service based on RBF neural networks including an improved K-means algorithm,"The structure of RBF neural networks and an improved K-means algorithm will be introduced in the paper. Based on this, RBF neural networks is applied to predict the QoS of Web Service and the functions of the MATLAB toolbox are adopted to create a network model for QoS prediction. Finally the simulation experiments will prove that using RBF neural networks based on the improved K-means algorithm to predict the QoS of Web Service is effective and efficient.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5620138,no
An improved tone mapping algorithm for High Dynamic Range images,"Real world scenes contain a large range of light intensities. To adapt to display device, High Dynamic Range (HDR) image should be converted into Low Dynamic Range (LDR) image. A common task of tone mapping algorithms is to reproduce high dynamic range images on low dynamic range display devices. In this paper, a new tone mapping algorithm is proposed for high dynamic range images. Based on the probabilistic model is proposed for high dynamic image's tone reproduction, the proposed method uses a logarithmic normal distribution instead of normal distribution. Therefore, the algorithm can preserve visibility and contrast impression of high dynamic range scenes in the common display devices. Experimental results show the superior performance of the app roach in terms of visual quality.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5620562,no
Comparison research of two typical UML-class-diagram metrics: Experimental software engineering,"Measuring UML class diagram complexity can help developers select one with lowest complexity from a variety of different designs with the same functionality; also provide guidance for developing high quality class diagrams. This paper compared the advantages and disadvantages of two typical class-diagram complexity metrics based on statistics and entropy-distance respectively from the view of newly experimental software engineering. 27 class diagrams related to the banking system were classified and predicted their understandability, analyzability and maintainability by means of algorithm C5.0 in well-known software SPSS Clementine. Results showed that UML class diagrams complexity metric based on statistics has higher classification accuracy than that based on entropy-distance.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5622152,no
Rate control scheme for H.264/AVC video encoding,"Rate control is a critical part of video compression systems, while the introduction of Rate-Distortion Optimization makes rate control in H.264/AVC more complex than previous standards. The frame coding complexity MAD is predicted in H.264/AVC rate control. In this paper, we present a novel estimation method for frame coding complexity in H.264/AVC. Meanwhile, a rate control scheme is proposed to improve the coding efficiency. Experimental results demonstrate that our rate control scheme gains better visual quality than that of joint model in H.264/AVC reference software.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5622222,no
Development of a real-time machine vision system for detecting defeats of cord fabrics,"Automatic detection techniques based on machine vision can be used in fabric industry for quality control, which constantly pursues intelligent methods to replace human inspections of product. This work introduces the principle components of a real-time machine vision system for defeat detection of cord fabrics, which is usually a challenging task in practice. The work aims at solving some difficulties usually incurring in such kind of tasks. The design and implementation of the algorithm, software and hardware are introduced. Based on the Gabor wavelet techniques, the system can automatically detect regular texture defects. Our experiments show the proposed algorithm is favorably suited for detecting several types of cord fabric defects. The system testing has been carried in both on-line and off-line situations. The corresponding results show the system has good performance with high detection accuracy, quick response and strong robustness.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5622393,no
Research on formal description of data flow software faults,"Software plays an important part in our society. The occurrence of software fault may lead to serious disaster. Data flow software fault is a kind of important software fault. In this paper, the properties of data dependency relationship are studied, the formal definitions of some data flow software faults, such as using undefined variable, nonused variable since definition, and redefining nonused variable since definition are given, the corresponding detecting methods are proposed, and some sample data flow software faults are given to demonstrate the effectiveness of the proposed methods.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5622594,no
Practical Aspects in Analyzing and Sharing the Results of Experimental Evaluation,"Dependability evaluation techniques such as the ones based on testing, or on the analysis of field data on computer faults, are a fundamental process in assessing complex and critical systems. Recently a new approach has been proposed consisting in collecting the row data produced in the experimental evaluation and store it in a multidimensional data structure. This paper reports the work in progress activities of the entire process of collecting, storing and analyzing the experimental data in order to perform a sound experimental evaluation. This is done through describing the various steps on a running example.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623408,no
Quantifying Resiliency of IaaS Cloud,"Cloud based services may experience changes - internal, external, large, small - at any time. Predicting and quantifying the effects on the quality-of-service during and after a change are important in the resiliency assessment of a cloud based service. In this paper, we quantify the resiliency of infrastructure-as-a-service (IaaS) cloud when subject to changes in demand and available capacity. Using a stochastic reward net based model for provisioning and servicing requests in a IaaS cloud, we quantify the resiliency of IaaS cloud w.r.t. two key performance measures - job rejection rate and provisioning response delay.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623413,no
CCDA: Correcting control-flow and data errors automatically,"This paper presents an efficient software technique to detect and correct control-flow errors through addition of redundant codes in a given program. The key innovation performed in the proposed technique is detection and correction of the control-flow errors using both control-flow graph and data-flow graph. Using this technique, most of control-flow errors in the program are detected first, and next corrected, automatically; so, both errors in the control-flow and program data which is caused by control-flow errors can be corrected. In order to evaluate the proposed technique, a post compiler is used, so that the technique can be applied to every 8086 binaries, transparently. Three benchmarks quick sort, matrix multiplication and linked list are used, and a total of 5000 transient faults are injected on several executable points in each program. The experimental results demonstrate that at least 93% of the control-flow errors can be detected and corrected by the proposed technique automatically without any data error generation. Moreover, the performance and memory overheads of the technique are noticeably less than traditional techniques.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623537,no
An approach for mining web service composition patterns from execution logs,"A service-oriented application is composed of multiple web services to fulfill complex functionality that cannot be provided by individual web service. The combination of services is not random. In many cases, a set of services are repetitively used together in various applications. We treat such a set of services as a service composition pattern. The quality of the patterns is desirable due to the extensive uses and testing in the large number of applications. Therefore, the service composition patterns record the best practices in designing and developing reliable service-oriented applications. The execution log tracks the execution of services in a service-oriented application. To document the service composition patterns, we propose an approach that automatically identifies service composition patterns from various applications using execution logs. We locate a set of associated services using Apriori algorithm and recover the control flows among the services by analyzing the order of service invocation events in the execution log. A case study shows that our approach can effectively detect service composition patterns.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623568,no
Self-adaptive management of Web processes,"Nowadays, we are assisting to a paradigmatic shift for the development of web applications due to the pervasive distribution of their components among a lot of servers, which are dynamically interconnected by web links. As a consequence, the application logic is often defined by exploiting workflow languages since they are more suitable to address the complexity of these new running environments. Moreover, in many business environments, the behaviour of a large-scale distributed web application is significantly influenced by context events, whose handling could require run-time adaptations of the application logic to properly react to the changing conditions of the execution context. This paper addresses the need for adaptation in large-scale web applications by proposing a programming paradigm based on autonomic workflows, i.e. workflows that are able to self-change their structure in order to allow for the continuation of the execution towards the termination, even if unexpected anomalies occur during the execution. The proposed approach exploits semantic languages for service description, autonomic managers driven by policies specified using a dedicated language, and a knowledge base containing information collected during processes execution. Autonomic actions are performed using Event Condition Action (ECA) rules for assessing system and process conditions, and a set of operations that allow for dynamic adaptation of the running processes. Furthermore, the correctness of workflow adaptation is checked before the modifications are performed, by using both syntactical and semantic constraints.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623573,no
Measuring web service interfaces,"The following short paper describes a tool supported method for measuring web service interfaces. The goal is to assess the complexity and quality of these interfaces as well as to determine their size for estimating evolution and testing effort. Besides the metrics for quantity, quality and complexity, rules are defined for ensuring maintainability. In the end a tool - WSDAudit - is described which the author has developed for the static analysis of web service definitions. The WSDL schemas are automatically audited and measured for quality assurance and cost estimation. Work is underway to verify them against the BPEL procedures from which they are invoked.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623580,no
A Rigorous Method for Inspection of Model-Based Formal Specifications,"Writing formal specifications can help developers understand users' requirements, and build a solid foundation for implementation. But like other activities in software development, it is error-prone, especially for large-scale systems. In practice, effective detection of specification errors still remains a challenge. In this paper, we put forward a rigorous, systematic method for the inspection of model-based formal specifications. The method makes good use of the well-defined consistency properties of a specification to provide precise rules and guidelines for inspection. The inspection process utilizes both well-defined expressions derived from the specification and human inspectors' judgments to find errors. We present a case study of the method by describing how it is applied to inspect an Automated Teller Machine (ATM) software specification to investigate the method's feasibility, and explore potential challenges in using it. We also describe a prototype software tool including its functions and distinct features to demonstrate the tool supportability of the method.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5624629,no
Resonance verification of Tehran-Karaj electrical railway,"In this paper analyses results of harmonic and resonance behavior of Tehran-Karaj electric railway are presented. This special electric traction system supplied by 225 kV Autotransformers (ATs) in the west side and a simple mode (without any return feeder) in the east side is considered here where the east side will be equipped with ATs in future development. Also, some parameters which can change quantity and extremity of resonance are explored. For harmonic analysis, Total Harmonic Distortion (THD) factor and Total Demand Distortion (TDD) factor are assessed. To detect the resonance points of the traction power system, harmonic frequency scans are applied. Harmonic analysis of the model is simulated by PSCAD/EMTDC software.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5624707,no
