Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Simple Analytical Model for Expected Frame Waiting Time Evaluation in IEEE 802.11e HCCA Mode","Wireless Personal Communications","","69","4","10.1007/s11277-012-0670-y","Aphirak JansangAnan Phonphoem","2013","http://link.springer.com/article/10.1007/s11277-012-0670-y","Article"
"Detection and Evaluation of Deterministic Jitter Causes in CP-PLL’s Due to Macro Level Faults and Pre-Detection Using Simple Methods","Journal of Electronic Testing","","21","3","10.1007/s10836-005-6356-6","Martin John Burbidge","2005","http://link.springer.com/article/10.1007/s10836-005-6356-6","Article"
"Safety measures for terrain classification and safest site selection","Autonomous Robots","","21","3","10.1007/s10514-006-9716-x","Homayoun Seraji","2006","http://link.springer.com/article/10.1007/s10514-006-9716-x","Article"
"Business-Driven Design of Infrastructures for IT Services","Journal of Network and Systems Management","","17","4","10.1007/s10922-009-9140-6","Jacques P. SauvéAntão MouraFilipe T. Marques","2009","http://link.springer.com/article/10.1007/s10922-009-9140-6","Article"
"Target software generation: an approach for automatic mapping of SystemC specifications onto real-time operating systems","Design Automation for Embedded Systems","","10","4","10.1007/s10617-006-0590-8","Matthias KrauseOliver BringmannWolfgang Rosenstiel","2005","http://link.springer.com/article/10.1007/s10617-006-0590-8","Article"
"Automatic P-wave analysis of patients prone to atrial fibrillation","Medical and Biological Engineering and Computing","","40","1","10.1007/BF02347697","L. ClavierDr J. -M. BoucherR. LepageJ. -J. BlancJ. -C. Cornily","2002","http://link.springer.com/article/10.1007/BF02347697","Article"
"Application of Bayesian networks for diagnostics in the assembly process by considering small measurement data sets","The International Journal of Advanced Manufacturing Technology","","65","9 - 12","10.1007/s00170-012-4252-7","Yinhua LiuSun Jin","2013","http://link.springer.com/article/10.1007/s00170-012-4252-7","Article"
"Adaptive Anomaly Detection in Transaction-Oriented Networks","Journal of Network and Systems Management","","9","2","10.1023/A:1011311024699","L. Lawrence HoDavid J. CavutoSymeon PapavassiliouAnthony G. Zawadzki","2001","http://link.springer.com/article/10.1023/A%3A1011311024699","Article"
"Scientific aspects of design and optimization of optoelectronic land vehicle identification systems","Automation and Remote Control","","72","1","10.1134/S0005117911010206","V. A. Tsarev","2011","http://link.springer.com/article/10.1134/S0005117911010206","Article"
"Applying fuzzy neural network to estimate software development effort","Applied Intelligence","","30","2","10.1007/s10489-007-0097-4","Sun-Jen HuangNan-Hsing Chiu","2009","http://link.springer.com/article/10.1007/s10489-007-0097-4","Article"
"Fault-Tolerant Cooperative Spectrum Sensing Scheme for Cognitive Radio Networks","Wireless Personal Communications","","71","4","10.1007/s11277-012-0943-5","Huifang ChenMing ZhouLei XieXu Jin","2013","http://link.springer.com/article/10.1007/s11277-012-0943-5","Article"
"Cross-Layer Performance Analysis of CSMA/iCA Based Wireless Local Area Network","Wireless Personal Communications","","67","1","10.1007/s11277-012-0800-6","Subodh PudasainiSeokjoo Shin","2012","http://link.springer.com/article/10.1007/s11277-012-0800-6","Article"
"Real-Time Emulation of Heterogeneous Wireless Networks with End-to-Edge Quality of Service Guarantees: The AROMA Testbed","EURASIP Journal on Wireless Communications and Networking","","2010","1","10.1155/2010/961302","Miguel López-BenítezFrancisco BernardoNemanja VučevićAnna Umbert","2010","http://link.springer.com/article/10.1155/2010/961302","Article"
"RTL DFT Techniques to Enhance Defect Coverage for Functional Test Sequences","Journal of Electronic Testing","","26","2","10.1007/s10836-009-5135-1","Hongxia FangKrishnendu ChakrabartyHideo Fujiwara","2010","http://link.springer.com/article/10.1007/s10836-009-5135-1","Article"
"Lifetime Prediction and Design-for-Reliability of IC Interconnections with Electromigration Induced Degradation in the Presence of Manufacturing Defects","Journal of Electronic Testing","","22","4 - 6","10.1007/s10836-006-9498-2","Xiangdong XuanAdit D. SinghAbhijit Chatterjee","2006","http://link.springer.com/article/10.1007/s10836-006-9498-2","Article"
"Conversational Case-Based Reasoning","Applied Intelligence","","14","1","10.1023/A:1008346807097","David W. AhaLeonard A. BreslowHéctor Muñoz-Avila","2001","http://link.springer.com/article/10.1023/A%3A1008346807097","Article"
"Data-Driven DPPM Estimation and Adaptive Fault Coverage Calibration Using MATLAB®","Journal of Electronic Testing","","28","6","10.1007/s10836-012-5332-1","Kanad ChakrabortyVishwani D. Agrawal","2012","http://link.springer.com/article/10.1007/s10836-012-5332-1","Article"
"SyMon: A practical approach to defend large structured P2P systems against Sybil Attack","Peer-to-Peer Networking and Applications","","4","3","10.1007/s12083-010-0084-0","Jyothi B. S.Dharanipragada Janakiram","2011","http://link.springer.com/article/10.1007/s12083-010-0084-0","Article"
"Beaconing Approaches in Vehicular Ad Hoc Networks: A Survey","Wireless Personal Communications","","73","3","10.1007/s11277-013-1222-9","Kayhan Zrar GhafoorJaime LloretKamalrulnizam Abu BakarAli Safa SadiqSofian Ali Ben Mussa","2013","http://link.springer.com/article/10.1007/s11277-013-1222-9","Article"
"Structural Fault Based Specification Reduction for Testing Analog Circuits","Journal of Electronic Testing","","18","6","10.1023/A:1020892721493","Soon-Jyh ChangChung Len LeeJwu E. Chen","2002","http://link.springer.com/article/10.1023/A%3A1020892721493","Article"
"Error Detection Enhancement in COTS Superscalar Processors with Performance Monitoring Features","Journal of Electronic Testing","","20","5","10.1023/B:JETT.0000042519.31454.1b","Amir RajabzadehSeyed Ghassem MiremadiMirzad Mohandespour","2004","http://link.springer.com/article/10.1023/B%3AJETT.0000042519.31454.1b","Article"
"ESMRMB 2009 Congress, Antalya, Turkey, 1–3 October: Abstracts, Saturday","Magnetic Resonance Materials in Physics, Biology and Medicine","","22","1","10.1007/s10334-009-0177-z","","2009","http://link.springer.com/article/10.1007/s10334-009-0177-z","Article"
"Automated qualitative assessment of multi-modal distortions in digital images based on GLZ","annals of telecommunications - annales des télécommunications","","65","1 - 2","10.1007/s12243-009-0146-6","Andrzej GłowaczMichał GregaPrzemysław GwiazdaLucjan JanowskiMikołaj LeszczukPiotr RomaniakSimon Pietro Romano","2010","http://link.springer.com/article/10.1007/s12243-009-0146-6","Article"
"Design of a neuro-fuzzy–regression expert system to estimate cost in a flexible jobshop automated manufacturing system","The International Journal of Advanced Manufacturing Technology","","67","5 - 8","10.1007/s00170-012-4610-5","Hamed FazlollahtabarNezam Mahdavi-Amiri","2013","http://link.springer.com/article/10.1007/s00170-012-4610-5","Article"
"The route to a defect tolerant LUT through artificial evolution","Genetic Programming and Evolvable Machines","","12","3","10.1007/s10710-011-9129-2","Asbjoern DjupdalPauline C. Haddow","2011","http://link.springer.com/article/10.1007/s10710-011-9129-2","Article"
"Rapid Prototyping of Embedded Hardware/Software Systems","Design Automation for Embedded Systems","","5","3 - 4","10.1023/A:1008950900254","Klaus Buchenrieder","2000","http://link.springer.com/article/10.1023/A%3A1008950900254","Article"
"Building a Medical Decision Support System for Colon Polyp Screening by Using Fuzzy Classification Trees","Applied Intelligence","","22","1","10.1023/B:APIN.0000047384.85823.f6","I-Jen ChiangMing-Jium ShiehJane Yung-jen HsuJau-Min Wong","2005","http://link.springer.com/article/10.1023/B%3AAPIN.0000047384.85823.f6","Article"
"Automated Troubleshooting of a UMTS-WLAN Test Platform","Mobile Networks and Applications","","15","3","10.1007/s11036-009-0215-0","Ronan SkehillCarlos Antonio de RamosSean Mc Grath","2010","http://link.springer.com/article/10.1007/s11036-009-0215-0","Article"
"Model-Based Evaluation of Distributed Intrusion Detection Protocols for Mobile Group Communication Systems","Wireless Personal Communications","","60","4","10.1007/s11277-010-9971-1","Jin-Hee ChoIng-Ray Chen","2011","http://link.springer.com/article/10.1007/s11277-010-9971-1","Article"
"A multi-paradigm decision modeling framework for combat system effectiveness measurement based on domain-specific modeling","Journal of Zhejiang University SCIENCE C","","14","5","10.1631/jzus.C1200374","Xiao-bo LiYong-lin LeiHans VangheluweWei-ping WangQun Li","2013","http://link.springer.com/article/10.1631/jzus.C1200374","Article"
"Software-Based Testing for System Peripherals","Journal of Electronic Testing","","28","2","10.1007/s10836-012-5287-2","M. GrossoW. J. Perez HolguinE. SanchezM. Sonza ReordaA. TondaJ. Velasco Medina","2012","http://link.springer.com/article/10.1007/s10836-012-5287-2","Article"
"Joint redundant motion vector and intra macroblock refreshment for video transmission","EURASIP Journal on Image and Video Processing","","2011","1","10.1186/1687-5281-2011-12","Jimin XiaoTammam TilloChunyu LinYao Zhao","2011","http://link.springer.com/article/10.1186/1687-5281-2011-12","Article"
"Global scheduling based reliability-aware power management for multiprocessor real-time systems","Real-Time Systems","","47","2","10.1007/s11241-011-9117-x","Xuan QiDakai ZhuHakan Aydin","2011","http://link.springer.com/article/10.1007/s11241-011-9117-x","Article"
"An Exposition of Performance-Security Trade-offs in RANETs Based on Quantitative Network Models","Wireless Personal Communications","","70","3","10.1007/s11277-013-1105-0","Guzlan M. A. MiskeenDemetres D. KouvatsosEsmaeil Habibzadeh","2013","http://link.springer.com/article/10.1007/s11277-013-1105-0","Article"
"QCA Circuits for Robust Coplanar Crossing","Journal of Electronic Testing","","23","2 - 3","10.1007/s10836-006-0551-y","Sanjukta BhanjaMarco OttaviFabrizio LombardiSalvatore Pontarelli","2007","http://link.springer.com/article/10.1007/s10836-006-0551-y","Article"
"Quality assurance in crime scripting","Crime Science","","2","1","10.1186/2193-7680-2-6","Hervé Borrion","2013","http://link.springer.com/article/10.1186/2193-7680-2-6","Article"
"Software and Hardware Techniques for SEU Detection in IP Processors","Journal of Electronic Testing","","24","1 - 3","10.1007/s10836-007-5028-0","C. BolchiniA. MieleM. RebaudengoF. SaliceD. SciutoL. SterponeM. Violante","2008","http://link.springer.com/article/10.1007/s10836-007-5028-0","Article"
"A review of flank wear prediction methods for tool condition monitoring in a turning process","The International Journal of Advanced Manufacturing Technology","","65","1 - 4","10.1007/s00170-012-4177-1","A. SiddhpuraR. Paurobally","2013","http://link.springer.com/article/10.1007/s00170-012-4177-1","Article"
"Defect Oriented Testing of Analog Circuits Using Wavelet Analysis of Dynamic Supply Current","Journal of Electronic Testing","","21","2","10.1007/s10836-005-6144-3","Swarup BhuniaArijit RaychowdhuryKaushik Roy","2005","http://link.springer.com/article/10.1007/s10836-005-6144-3","Article"
"Integrated Fault Detection and Isolation: Application to a Winery's Wastewater Treatment Plant","Applied Intelligence","","13","1","10.1023/A:1008379329794","Antoine GenovesiJérôme HarmandJean-Philippe Steyer","2000","http://link.springer.com/article/10.1023/A%3A1008379329794","Article"
"QoS-Aware Service Selection Algorithms for Pervasive Service Composition in Mobile Wireless Environments","Mobile Networks and Applications","","15","4","10.1007/s11036-009-0189-y","Kun YangAlex GalisHsiao-Hwa Chen","2010","http://link.springer.com/article/10.1007/s11036-009-0189-y","Article"
"Incremental development & revolutions of E-learning software systems in education sector: a case study approach","Human-centric Computing and Information Sciences","","3","1","10.1186/2192-1962-3-8","Varun GuptaDurg Singh ChauhanKamlesh Dutta","2013","http://link.springer.com/article/10.1186/2192-1962-3-8","Article"
"Evolutionary Fuzzy ARTMAP Neural Networks and their Applications to Fault Detection and Diagnosis","Neural Processing Letters","","31","3","10.1007/s11063-010-9135-z","Shing Chiang TanChee Peng Lim","2010","http://link.springer.com/article/10.1007/s11063-010-9135-z","Article"
"Multimedia translation for linking visual data to semantics in videos","Machine Vision and Applications","","22","1","10.1007/s00138-009-0217-8","Pınar DuyguluMuhammet Baştan","2011","http://link.springer.com/article/10.1007/s00138-009-0217-8","Article"
"Selective SWIFT-R","Journal of Electronic Testing","","29","6","10.1007/s10836-013-5416-6","Felipe Restrepo-CalleAntonio Martínez-ÁlvarezSergio Cuenca-AsensiAntonio Jimeno-Morenilla","2013","http://link.springer.com/article/10.1007/s10836-013-5416-6","Article"
"Testing for Interconnect Crosstalk Defects Using On-Chip Embedded Processor Cores","Journal of Electronic Testing","","18","4 - 5","10.1023/A:1016562011549","Li ChenXiaoliang BaiSujit Dey","2002","http://link.springer.com/article/10.1023/A%3A1016562011549","Article"
"Formal verification of a CRT-RSA implementation against fault attacks","Journal of Cryptographic Engineering","","3","3","10.1007/s13389-013-0049-3","Maria ChristofiBoutheina ChetaliLouis GoubinDavid Vigilant","2013","http://link.springer.com/article/10.1007/s13389-013-0049-3","Article"
"phishGILLNET—phishing detection methodology using probabilistic latent semantic analysis, AdaBoost, and co-training","EURASIP Journal on Information Security","","2012","1","10.1186/1687-417X-2012-1","Venkatesh RamanathanHarry Wechsler","2012","http://link.springer.com/article/10.1186/1687-417X-2012-1","Article"
"Manufacturing variation models in multi-station machining systems","The International Journal of Advanced Manufacturing Technology","","64","1 - 4","10.1007/s00170-012-4016-4","José Vicente Abellán-NebotFernando Romero SubirónJulio Serrano Mira","2013","http://link.springer.com/article/10.1007/s00170-012-4016-4","Article"
"Knowledge mining sensory evaluation data: genetic programming, statistical techniques, and swarm optimization","Genetic Programming and Evolvable Machines","","13","1","10.1007/s10710-011-9153-2","Kalyan VeeramachaneniEkaterina VladislavlevaUna-May O’Reilly","2012","http://link.springer.com/article/10.1007/s10710-011-9153-2","Article"
"Self-Adaptive Fault Tolerance in Multi-/Many-Core Systems","Journal of Electronic Testing","","29","2","10.1007/s10836-013-5367-y","Cristiana BolchiniMatteo CarminatiAntonio Miele","2013","http://link.springer.com/article/10.1007/s10836-013-5367-y","Article"
"Estimation of Grip Force and Slip Behavior During Robotic Grasp Using Data Fusion and Hypothesis Testing: Case Study with a Matrix Sensor","Journal of Intelligent and Robotic Systems","","50","1","10.1007/s10846-007-9151-z","Debanik Roy","2007","http://link.springer.com/article/10.1007/s10846-007-9151-z","Article"
"Fault diagnosis of multistage manufacturing systems based on rough set approach","The International Journal of Advanced Manufacturing Technology","","48","9 - 12","10.1007/s00170-009-2324-0","Nan XieLin ChenAiping Li","2010","http://link.springer.com/article/10.1007/s00170-009-2324-0","Article"
"Analysis of acoustic emission emerging during hydroabrasive cutting and options for indirect quality control","The International Journal of Advanced Manufacturing Technology","","66","1 - 4","10.1007/s00170-012-4304-z","Sergej HlochJan ValíčekDražan KozakHakan TozanSomnath ChattopadhyayaPavel Adamčík","2013","http://link.springer.com/article/10.1007/s00170-012-4304-z","Article"
"Uncertainty-aware visualization and proximity monitoring in urban excavation: a geospatial augmented reality approach","Visualization in Engineering","","1","1","10.1186/2213-7459-1-2","Xing SuSanat TalmakiHubo CaiVineet R Kamat","2013","http://link.springer.com/article/10.1186/2213-7459-1-2","Article"
"Common cause failure analysis of cyber–physical systems situated in constructed environments","Research in Engineering Design","","24","4","10.1007/s00163-013-0156-2","Seppo SierlaBryan M. O’HalloranTommi KarhelaNikolaos PapakonstantinouIrem Y. Tumer","2013","http://link.springer.com/article/10.1007/s00163-013-0156-2","Article"
"ESMRMB 2006. 23rd Annual Scientific Meeting Warsaw/PL, Sept. 21–23, 2006—Abstracts","Magnetic Resonance Materials in Physics, Biology and Medicine","","19","1","10.1007/s10334-006-0041-3","","2006","http://link.springer.com/article/10.1007/s10334-006-0041-3","Article"
"Automated vision inspection in network-based production environment","The International Journal of Advanced Manufacturing Technology","","45","1 - 2","10.1007/s00170-009-1949-3","Yongjin James KwonRichard Chiou","2009","http://link.springer.com/article/10.1007/s00170-009-1949-3","Article"
"Control and estimation under information constraints: Toward a unified theory of control, computation and communications","Automation and Remote Control","","71","4","10.1134/S000511791004003X","B. R. AndrievskyA. S. MatveevA. L. Fradkov","2010","http://link.springer.com/article/10.1134/S000511791004003X","Article"
"Service configuration and user profiling in 4G terminals","Wireless Personal Communications","","43","4","10.1007/s11277-007-9303-2","Artemis A. KoutsorodiEvgenia F. AdamopoulouKonstantinos P. DemestichasMichael E. Theologou","2007","http://link.springer.com/article/10.1007/s11277-007-9303-2","Article"
"Advanced lumber manufacturing model for increasing yield in sawmills using GPR-based defect detection system","The International Journal of Advanced Manufacturing Technology","","56","5 - 8","10.1007/s00170-011-3205-x","Udaya B. HalabeBhaskaran GopalakrishnanJayrajsinh Jadeja","2011","http://link.springer.com/article/10.1007/s00170-011-3205-x","Article"
"Interactive improvisation with a robotic marimba player","Autonomous Robots","","31","2 - 3","10.1007/s10514-011-9237-0","Guy HoffmanGil Weinberg","2011","http://link.springer.com/article/10.1007/s10514-011-9237-0","Article"
"Statistical quality control through process self-induced vibration spectrum analysis","The International Journal of Advanced Manufacturing Technology","","58","9 - 12","10.1007/s00170-011-3462-8","Carlos López-EscobarRafael González-PalmaDavid AlmorzaPedro MayorgaMaría Carmen Carnero","2012","http://link.springer.com/article/10.1007/s00170-011-3462-8","Article"
"Objective Risk Evaluation for Automated Security Management","Journal of Network and Systems Management","","19","3","10.1007/s10922-010-9177-6","Mohammad Salim AhmedEhab Al-ShaerMohamed TaibahLatifur Khan","2011","http://link.springer.com/article/10.1007/s10922-010-9177-6","Article"
"Replicated processors on a single die – How independently do they fail?","e & i Elektrotechnik und Informationstechnik","","128","6","10.1007/s00502-011-0005-9","P. TummeltshammerA. Steininger","2011","http://link.springer.com/article/10.1007/s00502-011-0005-9","Article"
"A hybrid method of artificial neural networks and simulated annealing in monitoring auto-correlated multi-attribute processes","The International Journal of Advanced Manufacturing Technology","","56","5 - 8","10.1007/s00170-011-3199-4","Seyed Taghi Akhavan NiakiShirin Akbari Nasaji","2011","http://link.springer.com/article/10.1007/s00170-011-3199-4","Article"
"A hybrid approach of rough set theory and genetic algorithm for fault diagnosis","The International Journal of Advanced Manufacturing Technology","","27","1 - 2","10.1007/s00170-004-2142-3","C.L. HuangT.S. LiT.K. Peng","2005","http://link.springer.com/article/10.1007/s00170-004-2142-3","Article"
"The art of software systems development: Reliability, Availability, Maintainability, Performance (RAMP)","Human-centric Computing and Information Sciences","","3","1","10.1186/2192-1962-3-22","Mohammad Isam Malkawi","2013","http://link.springer.com/article/10.1186/2192-1962-3-22","Article"
"A Fault Tolerant Approach for FPGA Embedded Processors Based on Runtime Partial Reconfiguration","Journal of Electronic Testing","","29","6","10.1007/s10836-013-5420-x","Alexandros VavousisAndreas ApostolakisMihalis Psarakis","2013","http://link.springer.com/article/10.1007/s10836-013-5420-x","Article"
"Methods and algorithms of collective recognition","Automation and Remote Control","","69","11","10.1134/S0005117908110015","V. I. GorodetskiyS. V. Serebryakov","2008","http://link.springer.com/article/10.1134/S0005117908110015","Article"
"The AGILO Robot Soccer Team—Experience-Based Learning and Probabilistic Reasoning in Autonomous Robot Control","Autonomous Robots","","17","1","10.1023/B:AURO.0000032938.72058.61","Michael BeetzThorsten SchmittRobert HanekSebastian BuckFreek StulpDerik SchröterBernd Radig","2004","http://link.springer.com/article/10.1023/B%3AAURO.0000032938.72058.61","Article"
"Detection of pinhole defects on chips and wafers using DCT enhancement in computer vision systems","The International Journal of Advanced Manufacturing Technology","","34","5 - 6","10.1007/s00170-006-0614-3","Hong-Dar LinDuan-Cheng Ho","2007","http://link.springer.com/article/10.1007/s00170-006-0614-3","Article"
"Prevention of defects in castings using back propagation neural networks","The International Journal of Advanced Manufacturing Technology","","39","11 - 12","10.1007/s00170-007-1289-0","D. Benny KarunakarG. L. Datta","2008","http://link.springer.com/article/10.1007/s00170-007-1289-0","Article"
"An intrusion detection and alert correlation approach based on revising probabilistic classifiers using expert knowledge","Applied Intelligence","","38","4","10.1007/s10489-012-0383-7","Salem BenferhatAbdelhamid BoudjelidaKarim TabiaHabiba Drias","2013","http://link.springer.com/article/10.1007/s10489-012-0383-7","Article"
"A study of artificial speech quality assessors of VoIP calls subject to limited bursty packet losses","EURASIP Journal on Image and Video Processing","","2011","1","10.1186/1687-5281-2011-9","Sofiene JelassiGerardo Rubino","2011","http://link.springer.com/article/10.1186/1687-5281-2011-9","Article"
"A high throughput robot system for machine vision based plant phenotype studies","Machine Vision and Applications","","24","3","10.1007/s00138-012-0434-4","Ram SubramanianEdgar P. SpaldingNicola J. Ferrier","2013","http://link.springer.com/article/10.1007/s00138-012-0434-4","Article"
"Exploiting replication on dependent data allocation for ordered queries over multiple broadcast channels","Wireless Networks","","16","7","10.1007/s11276-009-0230-x","Jiun-Long HuangJen-He Huang","2010","http://link.springer.com/article/10.1007/s11276-009-0230-x","Article"
"Railway track quality assessment method based on vehicle system identification","e & i Elektrotechnik und Informationstechnik","","126","5","10.1007/s00502-009-0635-3","B. Luber","2009","http://link.springer.com/article/10.1007/s00502-009-0635-3","Article"
"Obsolescence management for long-life contracts: state of the art and future trends","The International Journal of Advanced Manufacturing Technology","","49","9 - 12","10.1007/s00170-009-2471-3","Francisco Javier Romero RojoRajkumar RoyEssam Shehab","2010","http://link.springer.com/article/10.1007/s00170-009-2471-3","Article"
"New statistical moments for the detection of defects in rolling element bearings","The International Journal of Advanced Manufacturing Technology","","26","11 - 12","10.1007/s00170-004-2109-4","Xinwen NiuLimin ZhuHan Ding","2005","http://link.springer.com/article/10.1007/s00170-004-2109-4","Article"
"Nonparametric time series modelling for industrial prognostics and health management","The International Journal of Advanced Manufacturing Technology","","69","5 - 8","10.1007/s00170-013-5065-z","Ahmed MosallamKamal MedjaherNoureddine Zerhouni","2013","http://link.springer.com/article/10.1007/s00170-013-5065-z","Article"
"Joint strength prediction in a pulsed MIG welding process using hybrid neuro ant colony-optimized model","The International Journal of Advanced Manufacturing Technology","","41","7 - 8","10.1007/s00170-008-1517-2","N. RaghavendraRakshit KoranneSukhomay PalSurjya K. PalArun K. Samantaray","2009","http://link.springer.com/article/10.1007/s00170-008-1517-2","Article"
"Recognition, prediction, and planning for assisted teleoperation of freeform tasks","Autonomous Robots","","35","4","10.1007/s10514-013-9350-3","Kris Hauser","2013","http://link.springer.com/article/10.1007/s10514-013-9350-3","Article"
"Parameter selection algorithm with self adaptive growing neural network classifier for diagnosis issues","International Journal of Machine Learning and Cybernetics","","4","3","10.1007/s13042-012-0089-5","M. BarakatD. LefebvreM. KhalilF. DruauxO. Mustapha","2013","http://link.springer.com/article/10.1007/s13042-012-0089-5","Article"
"Classification of Activated Faults in the FlexRay-Based Networks","Journal of Electronic Testing","","26","5","10.1007/s10836-010-5164-9","Yasser SedaghatSeyed Ghassem Miremadi","2010","http://link.springer.com/article/10.1007/s10836-010-5164-9","Article"
"A machine vision system for defect characterization on transparent parts with non-plane surfaces","Machine Vision and Applications","","23","1","10.1007/s00138-010-0281-0","S. Satorres MartínezJ. Gómez OrtegaJ. Gámez GarcíaA. Sánchez García","2012","http://link.springer.com/article/10.1007/s00138-010-0281-0","Article"
"Occupancy Grid Learning Using Contextual Forward Modelling","Journal of Intelligent & Robotic Systems","","64","3 - 4","10.1007/s10846-011-9553-9","Thomas Collins","2011","http://link.springer.com/article/10.1007/s10846-011-9553-9","Article"
"Security and privacy issues in P2P streaming systems: A survey","Peer-to-Peer Networking and Applications","","4","2","10.1007/s12083-010-0070-6","Gabriela GheorgheRenato Lo CignoAlberto Montresor","2011","http://link.springer.com/article/10.1007/s12083-010-0070-6","Article"
"Efficient 45nm ASIC Architecture for Full-Search Free Intra Prediction in Real-Time H.264/AVC Decoder","Journal of Signal Processing Systems","","70","2","10.1007/s11265-012-0700-8","Tarek A. ElarabiRanda AyoubiHanan MahmoudMagdy A. Bayoumi","2013","http://link.springer.com/article/10.1007/s11265-012-0700-8","Article"
"Evaluation of robustness against rotation of LBP, CCR and ILBP features in granite texture classification","Machine Vision and Applications","","22","6","10.1007/s00138-010-0253-4","Antonio FernándezOvidiu GhitaElena GonzálezFrancesco BianconiPaul F. Whelan","2011","http://link.springer.com/article/10.1007/s00138-010-0253-4","Article"
"Markov decision process (MDP) framework for software power optimization using call profiles on mobile phones","Design Automation for Embedded Systems","","14","2","10.1007/s10617-010-9054-2","Eric JungFrank MakerTang Lung CheungXin LiuVenkatesh Akella","2010","http://link.springer.com/article/10.1007/s10617-010-9054-2","Article"
"Collaborative applications over peer-to-peer systems–challenges and solutions","Peer-to-Peer Networking and Applications","","6","3","10.1007/s12083-012-0157-3","H. M. N. Dilum BandaraAnura P. Jayasumana","2013","http://link.springer.com/article/10.1007/s12083-012-0157-3","Article"
"Functionally Fault-tolerant DSP Microprocessor using Sigma–delta Modulated Signals","Journal of Electronic Testing","","23","4","10.1007/s10836-007-0760-z","Erik SchülerMarcelo Ienczczak ErigsonLuigi Carro","2007","http://link.springer.com/article/10.1007/s10836-007-0760-z","Article"
"Secure localization with attack detection in wireless sensor networks","International Journal of Information Security","","10","3","10.1007/s10207-011-0127-4","Wen Tao ZhuYang XiangJianying ZhouRobert H. DengFeng Bao","2011","http://link.springer.com/article/10.1007/s10207-011-0127-4","Article"
"Wavelet transform methods: Application in electroenergetics","Automation and Remote Control","","67","5","10.1134/S000511790605002X","A. M. Misrikhanov","2006","http://link.springer.com/article/10.1134/S000511790605002X","Article"
"Cooperative Multi-Agent Reinforcement Learning for Multi-Component Robotic Systems: guidelines for future research","Paladyn","","2","2","10.2478/s13230-011-0017-5","Manuel GrañaBorja Fernandez-GaunaJose Manuel Lopez-Guede","2011","http://link.springer.com/article/10.2478/s13230-011-0017-5","Article"
"Monitoring Assisted Robust Routing in Wireless Mesh Networks","Mobile Networks and Applications","","13","1 - 2","10.1007/s11036-008-0030-z","Zainab R. ZaidiBjorn Landfeldt","2008","http://link.springer.com/article/10.1007/s11036-008-0030-z","Article"
"Coopetitive multi-camera surveillance using model predictive control","Machine Vision and Applications","","19","5 - 6","10.1007/s00138-007-0082-2","Vivek K. SinghPradeep K. AtreyMohan S. Kankanhalli","2008","http://link.springer.com/article/10.1007/s00138-007-0082-2","Article"
"Low-Cost H.264/AVC Inter Frame Mode Decision Algorithm for Mobile Communication Systems","Mobile Networks and Applications","","17","1","10.1007/s11036-011-0315-5","Xingang LiuKwanghoon SohnMeikang QiuMinho JoHoh Peter In","2012","http://link.springer.com/article/10.1007/s11036-011-0315-5","Article"
"Intelligent fault diagnosis and prognosis approach for rotating machinery integrating wavelet transform, principal component analysis, and artificial neural networks","The International Journal of Advanced Manufacturing Technology","","68","1 - 4","10.1007/s00170-013-4797-0","Zhenyou ZhangYi WangKesheng Wang","2013","http://link.springer.com/article/10.1007/s00170-013-4797-0","Article"
"2004 Annual Index","Journal of Electronic Testing","","20","6","10.1007/s10677-004-4255-z","","2004","http://link.springer.com/article/10.1007/s10677-004-4255-z","Article"
"Octopus: A fault-tolerant and efficient ad-hoc routing protocol","Wireless Networks","","14","6","10.1007/s11276-006-0013-6","Roie MelamedIdit KeidarYoav Barel","2008","http://link.springer.com/article/10.1007/s11276-006-0013-6","Article"
"Introduction to differential power analysis","Journal of Cryptographic Engineering","","1","1","10.1007/s13389-011-0006-y","Paul KocherJoshua JaffeBenjamin JunPankaj Rohatgi","2011","http://link.springer.com/article/10.1007/s13389-011-0006-y","Article"
"A fast regularity measure for surface defect detection","Machine Vision and Applications","","23","5","10.1007/s00138-011-0403-3","Du-Ming TsaiMing-Chun ChenWei-Chen LiWei-Yao Chiu","2012","http://link.springer.com/article/10.1007/s00138-011-0403-3","Article"
"Defect Simulation Methodology for iDDT Testing","Journal of Electronic Testing","","22","3","10.1007/s10836-006-9318-8","Abhishek SinghJim PlusquellicDhananjay PhatakChintan Patel","2006","http://link.springer.com/article/10.1007/s10836-006-9318-8","Article"
"Application layer QoS optimization for multimedia transmission over cognitive radio networks","Wireless Networks","","17","2","10.1007/s11276-010-0285-8","F. Richard YuBo SunVikram KrishnamurthySaqib Ali","2011","http://link.springer.com/article/10.1007/s11276-010-0285-8","Article"
"SR-30 turbojet engine real-time sensor health monitoring using neural networks, and Bayesian belief networks","Applied Intelligence","","26","3","10.1007/s10489-006-0017-z","Cameron NottSemih M. ÖlçmenCharles L. KarrLuis C. Trevino","2007","http://link.springer.com/article/10.1007/s10489-006-0017-z","Article"
"Sustainable polymorphic colonial robotics and large scale off-world construction","Autonomous Robots","","20","2","10.1007/s10514-006-5936-3","A. E. Engwirda","2006","http://link.springer.com/article/10.1007/s10514-006-5936-3","Article"
